"source_block","brand","product_line_model","source_sku_reference","category","configuration_family","configuration_raw","needle_diameter_mm","needle_diameter_raw","needle_count","needle_count_raw","taper","presentation","application","brazil_market_evidence","source_reference","variant_level","data_status","sort_category","sort_brand","sort_line","sort_configuration","sort_count","sort_diameter"
"Batoques, copos de tinta, suportes e acessórios de pigmento","Kwadron","Unistar Disposable Cartridge Cup Holder","não publicado","Suporte descartável para copos/cartuchos","","suporte com encaixes; número de encaixes e dimensões não publicados","","","","","","24 unidades","Manter copos/cartuchos organizados; uso usual, confirmar com fabricante","","[1]","família/modelo","Fonte técnica modelada","suporte descartável para copos/cartuchos","kwadron","unistar disposable cartridge cup holder","999","999","00099"
"Batoques, copos de tinta, suportes e acessórios de pigmento","Kwadron","Stand for cups BIG","não publicado","Suporte para copos","","formato grande; capacidade, número de furos e medidas não publicados","","","","","","1 unidade","Apoio de copos de maior porte; uso usual, confirmar com fabricante","","[1]","família/modelo","Fonte técnica modelada","suporte para copos","kwadron","stand for cups big","999","999","00099"
"Batoques, copos de tinta, suportes e acessórios de pigmento","Kwadron","Stand for cups from plexiglass","não publicado","Suporte para copos","","plexiglass; número de furos e medidas não publicados","","","","","","1 unidade","Apoio e organização de copos; uso usual, confirmar com fabricante","","[1]","família/modelo","Fonte técnica modelada","suporte para copos","kwadron","stand for cups from plexiglass","999","999","00099"
"Batoques, copos de tinta, suportes e acessórios de pigmento","Kwadron","WORKING Tray Disposable stands","não publicado","Suporte/bandeja descartável","","bandeja/suporte; medidas não publicadas","","","","","","caixa com 50 unidades","Apoio e organização de copos na estação de trabalho; uso usual, confirmar com fabricante","","[1]","família/modelo","Fonte técnica modelada","suporte/bandeja descartável","kwadron","working tray disposable stands","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Canary Yellow EG","não publicado","Tinta para tatuagem / amarelo","","Linha fluida; pigmento","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets","aplicação profissional; uso usual, confirmar com fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / amarelo","easy glow (electric ink)","easy glow — canary yellow eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Amarelo Ouro","não publicado","Tinta para tatuagem / amarelo","","Pigmento","","","","","","tamanho não publicado","aplicação profissional; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / amarelo","electric ink","electric ink — amarelo ouro","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — Azul (006); Azul Royal (009); Azul Metálico (0057); Azul Escuro (008); Lilás Claro (0020); Lilás (0019); Roxo (0033); Roxo Escuro (0034); Magenta (0021); Púrpura (0030)","refs conforme nomes ao lado","Tinta para tatuagem / azuis, lilases, roxos e magenta","","Pigmento líquido; frasco","","","","","","15 ml; 30 ml; 120 ml","uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / azuis, lilases, roxos e magenta","iron works brasil","tintas para tatuagem — azul (006); azul royal (009); azul metálico (0057); azul escuro (008); lilás claro (0020); lilás (0019); roxo (0033); roxo escuro (0034); magenta (0021); púrpura (0030)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Old School Blue EG","não publicado","Tinta para tatuagem / azul","","Linha fluida; pigmento","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets","aplicação profissional; uso usual, confirmar com fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / azul","easy glow (electric ink)","easy glow — old school blue eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Ghost White EG","não publicado","Tinta para tatuagem / branco","","Linha fluida; pigmento","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets","aplicação suave e precisa; indicação do fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / branco","easy glow (electric ink)","easy glow — ghost white eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Branco Real","não publicado","Tinta para tatuagem / branco","","Pigmento","","","","","","tamanho não publicado","aplicação profissional; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / branco","electric ink","electric ink — branco real","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Cinza Naval","PA02EI02113","Tinta para tatuagem / cinza","","Pigmento","","","","","","tamanho não publicado na ficha consultada","fácil aplicação e rápida cicatrização; aplicação profissional","","2","família/modelo","Pendente de validação de SKU","tinta para tatuagem / cinza","electric ink","electric ink — cinza naval","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — Cinza Claro (0055); Cinza (0012); Cinza Escuro (0013)","refs conforme nomes ao lado","Tinta para tatuagem / cinzas","","Pigmento líquido; frasco","","","","","","15 ml; 30 ml; 120 ml","uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / cinzas","iron works brasil","tintas para tatuagem — cinza claro (0055); cinza (0012); cinza escuro (0013)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — cores do catálogo oficial, referências 0011 Branco; 003 Amarelo Claro; 0065 Creme; 0066 Banana; 002 Amarelo Canário; 0054 Areia; 0024 Ocre; 005 Amarelo Ouro; 0064 Bronze; 0068 Mostarda; 0078 Marrom Claro; 0070 Pele Claro; 0025 Papaya","refs conforme nomes ao lado","Tinta para tatuagem / cores","","Pigmento líquido; frasco","","","","","","15 ml; 30 ml; 120 ml, conforme página oficial da linha","uso conforme cor e estilo; uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / cores","iron works brasil","tintas para tatuagem — cores do catálogo oficial, referências 0011 branco; 003 amarelo claro; 0065 creme; 0066 banana; 002 amarelo canário; 0054 areia; 0024 ocre; 005 amarelo ouro; 0064 bronze; 0068 mostarda; 0078 marrom claro; 0070 pele claro; 0025 papaya","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Diluente","não publicado","Tinta para tatuagem / diluente","","Líquido; cor não aplicável","","","","","","volume não publicado na página da categoria","diluição; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / diluente","electric ink","electric ink — diluente","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Orange EG","não publicado","Tinta para tatuagem / laranja","","Linha fluida; pigmento","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets","aplicação profissional; uso usual, confirmar com fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / laranja","easy glow (electric ink)","easy glow — orange eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — Coral Claro (0062); Coral Médio (0063); Coral (0061); Laranja (0018); Abóbora (001); Ferrugem Claro (0017); Ferrugem (0016); Bege Claro (0059); Bege (0010); Pankak (0069); Marrom Terra (0022); Marrom Escuro (0041); Chocolate (0023)","refs conforme nomes ao lado","Tinta para tatuagem / laranjas, marrons e tons de pele","","Pigmento líquido; frasco","","","","","","15 ml; 30 ml; 120 ml","uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / laranjas, marrons e tons de pele","iron works brasil","tintas para tatuagem — coral claro (0062); coral médio (0063); coral (0061); laranja (0018); abóbora (001); ferrugem claro (0017); ferrugem (0016); bege claro (0059); bege (0010); pankak (0069); marrom terra (0022); marrom escuro (0041); chocolate (0023)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Raven Black EG","não publicado na página de categoria","Tinta para tatuagem / preto","","Linha fluida; pigmento","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets, conforme página da linha","linhas, sombreados e preenchimentos; fórmula fluida, aplicação suave e precisa; indicação do fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto","easy glow (electric ink)","easy glow — raven black eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Raven Black Fineline EG","não publicado","Tinta para tatuagem / preto","","Linha fluida; variante Fineline","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets","linhas finas; uso usual, confirmar com fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto","easy glow (electric ink)","easy glow — raven black fineline eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Preto Linha","não publicado na página da categoria","Tinta para tatuagem / preto","","Pigmento líquido","","","","","","tamanho não publicado na página da categoria","traços/linhas; a página da categoria informa uso para traços, sombreados e preenchimentos","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / preto","electric ink","electric ink — preto linha","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Preto Tribal","não publicado","Tinta para tatuagem / preto","","Pigmento","","","","","","tamanho não publicado","preenchimento/tribal; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / preto","electric ink","electric ink — preto tribal","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Preto Escuro (0028)","0028","Tinta para tatuagem / preto","","Formulação mais consistente; alta concentração de pigmento","","","","","","15 ml; 30 ml; 120 ml","preenchimentos, tribais e sombras; não recomendado pelo fabricante para traço/linha","","5","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto","iron works brasil","preto escuro (0028)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Preto Escuro XXX (0029)","0029","Tinta para tatuagem / preto","","Mistura de 3 cores; alta concentração; mais consistente que Preto Escuro","","","","","","15 ml; 30 ml; 120 ml","realismo e preenchimento; pode ser diluído para sombra; não recomendado para traço/linha","","5","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto","iron works brasil","preto escuro xxx (0029)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Preto Onix (0060)","0060","Tinta para tatuagem / preto","","Alta carga pigmentária","","","","","","15 ml; 30 ml; 120 ml","linhas, traços, preenchimento e sombras; indicação do catálogo oficial","","5","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto","iron works brasil","preto onix (0060)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Ultra Liner Black EG","PA02EG00124","Tinta para tatuagem / preto para linha","","Linha fluida; pigmento","","","","","","tamanho selecionável não exposto no texto extraído; a linha publica 1,5/15/30/60/120/240 ml e Sets","indicada para linhas; o fabricante descreve fórmula fluida, sem grandes diluições, boa cobertura e esterilização por raios gama","","4","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto para linha","easy glow (electric ink)","easy glow — ultra liner black eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Preto Linha (0027)","0027","Tinta para tatuagem / preto para linha","","Formulação líquida","","","","","","15 ml; 30 ml; 120 ml","linhas, sombras, preenchimento e base para diluição em Sumie; indicação do catálogo oficial","","5","família/modelo","Fonte técnica modelada","tinta para tatuagem / preto para linha","iron works brasil","preto linha (0027)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — Sumie 10% (0071); 20% (0072); 30% (0038); 40% (0073); 50% (0039); 60% (0074); 70% (0075); 80% (0040); 90% (0076); 100% (0077)","refs conforme nomes ao lado","Tinta para tatuagem / sumie","","Pigmento pré-diluído em graduações publicadas","","","","","","15 ml; 30 ml; 120 ml","sombreamento/sumie; uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / sumie","iron works brasil","tintas para tatuagem — sumie 10% (0071); 20% (0072); 30% (0038); 40% (0073); 50% (0039); 60% (0074); 70% (0075); 80% (0040); 90% (0076); 100% (0077)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — Chocolate Escuro (0015); Pele (0026); Salmão Claro (0036); Salmão (0035); Salmão Escuro (0037); Terra Cota (0042); Rosa Claro (0032); Rosa (0031); Vermelho Claro (0052); Vermelho (0051); Vermelho Escuro (0053); Vermelho Terra (0056)","refs conforme nomes ao lado","Tinta para tatuagem / tons de pele, rosas e vermelhos","","Pigmento líquido; frasco","","","","","","15 ml; 30 ml; 120 ml","uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / tons de pele, rosas e vermelhos","iron works brasil","tintas para tatuagem — chocolate escuro (0015); pele (0026); salmão claro (0036); salmão (0035); salmão escuro (0037); terra cota (0042); rosa claro (0032); rosa (0031); vermelho claro (0052); vermelho (0051); vermelho escuro (0053); vermelho terra (0056)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Iron Works Brasil","Tintas para Tatuagem — Verde Claro (0046); Verde Água (0045); Amarelo Esverdeado (004); Verde Limão (0049); Verde Folha (0048); Verde Turquesa (0044); Verde Metálico (0043); Verde Oliva (0067); Verde Escuro (0050); Azul Claro (0047)","refs conforme nomes ao lado","Tinta para tatuagem / verdes e azul","","Pigmento líquido; frasco","","","","","","15 ml; 30 ml; 120 ml","uso usual, confirmar com fabricante","","5 6","família/modelo","Fonte técnica modelada","tinta para tatuagem / verdes e azul","iron works brasil","tintas para tatuagem — verde claro (0046); verde água (0045); amarelo esverdeado (004); verde limão (0049); verde folha (0048); verde turquesa (0044); verde metálico (0043); verde oliva (0067); verde escuro (0050); azul claro (0047)","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Easy Glow (Electric Ink)","Easy Glow — Red EG","não publicado","Tinta para tatuagem / vermelho","","Linha fluida; pigmento","","","","","","1,5 ml; 15 ml; 30 ml; 60 ml; 120 ml; 240 ml e Sets","aplicação profissional; uso usual, confirmar com fabricante","","3","família/modelo","Fonte técnica modelada","tinta para tatuagem / vermelho","easy glow (electric ink)","easy glow — red eg","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Vermelho Bombeiro","não publicado","Tinta para tatuagem / vermelho","","Pigmento","","","","","","tamanho não publicado","aplicação profissional; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / vermelho","electric ink","electric ink — vermelho bombeiro","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Vermelho Cereja","não publicado","Tinta para tatuagem / vermelho","","Pigmento","","","","","","tamanho não publicado","aplicação profissional; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / vermelho","electric ink","electric ink — vermelho cereja","999","999","00099"
"Tintas nacionais — Electric Ink e Iron Works Brasil","Electric Ink","Electric Ink — Vermelho Ferrari","não publicado","Tinta para tatuagem / vermelho","","Pigmento","","","","","","tamanho não publicado","aplicação profissional; uso usual, confirmar com fabricante","","1","família/modelo","Pendente de validação de SKU","tinta para tatuagem / vermelho","electric ink","electric ink — vermelho ferrari","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Canary Yellow","não publicado","Tinta; amarelo","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor amarela — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; amarelo","dynamic","dynamic tattoo ink canary yellow","999","999","00099"
"Tintas importadas","StarBrite","Canary Yellow Tattoo Ink","não publicado","Tinta; amarelo","","Tinta pré-dispersa, frasco","","","","","","tamanho não publicado na página consultada","Cor amarela — uso usual, confirmar com fabricante","Especificação confirmada no catálogo oficial; presença comercial brasileira não confirmada [1]","","família/modelo","Pendente de validação de SKU","tinta; amarelo","starbrite","canary yellow tattoo ink","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Electric Blue","não publicado","Tinta; azul","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor azul — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; azul","dynamic","dynamic tattoo ink electric blue","999","999","00099"
"Tintas importadas","Dynamic","Dynamic White Tattoo Ink","não publicado","Tinta; branco","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Branco/highlight — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores; confirmar estoque e lote [3] [4]","","família/modelo","Fonte técnica modelada","tinta; branco","dynamic","dynamic white tattoo ink","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Triple White Tattoo Ink","não publicado","Tinta; branco de alta opacidade","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Branco mais opaco — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores; confirmar estoque e lote [3] [4]","","família/modelo","Fonte técnica modelada","tinta; branco de alta opacidade","dynamic","dynamic triple white tattoo ink","999","999","00099"
"Tintas importadas","INTENZE","Zuper White — High Opaque","não publicado","Tinta; branco de alta opacidade","","Tinta branca de alta opacidade","","","","","","8 oz publicado","Branco de alta opacidade — uso usual, confirmar com fabricante","Especificação confirmada; presença comercial brasileira não confirmada [5]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; branco de alta opacidade","intenze","zuper white — high opaque","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Non Mixing Heavy White","não publicado","Tinta; branco especial","","Fórmula “non-mixing”, frasco","","","","","","8 oz publicado na listagem oficial","Branco denso/highlight — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores; confirmar se o distribuidor brasileiro mantém essa variante [3] [4]","","família/modelo","Fonte técnica modelada","tinta; branco especial","dynamic","dynamic non mixing heavy white","999","999","00099"
"Tintas importadas","INTENZE","Snow White Opaque Tattoo Ink","não publicado","Tinta; branco opaco","","Tinta branca opaca","","","","","","1/2 oz, 1 oz, 2 oz e 4 oz publicados","Highlights e branco opaco — uso usual, confirmar com fabricante","Especificação confirmada; presença comercial brasileira não confirmada [5]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; branco opaco","intenze","snow white opaque tattoo ink","999","999","00099"
"Tintas importadas","INTENZE","Snow White Mixing Tattoo Ink","não publicado","Tinta; branco para mistura","","Tinta branca de mistura","","","","","","1/2 oz, 1 oz, 2 oz e 4 oz publicados","Mistura e sombreamento, conforme indicação exibida pelo fabricante","Especificação confirmada; presença comercial brasileira não confirmada [5]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; branco para mistura","intenze","snow white mixing tattoo ink","999","999","00099"
"Tintas importadas","StarBrite","Brite White Tattoo Ink","não publicado","Tinta; branco/opaco","","Tinta pré-dispersa, frasco","","","","","","tamanho não publicado na página consultada; preço “a partir de”","Branco para tatuagem; uso usual, confirmar com fabricante","A marca declara distribuidores mundiais; presença brasileira não confirmada na fonte oficial [1]","","família/modelo","Pendente de validação de SKU","tinta; branco/opaco","starbrite","brite white tattoo ink","999","999","00099"
"Tintas importadas","INTENZE","Color Tattoo Ink — cores individuais","não publicado","Tinta; catálogo de cores","","Frascos individuais","","","","","","filtro oficial mostra 1 oz, 2 oz e 12 oz; a disponibilidade varia por cor","Aplicação depende da cor; uso usual, confirmar com fabricante","Catálogo oficial confirma 113 produtos e esses volumes filtráveis; não tratar como disponibilidade brasileira [6]","","família/modelo","Fonte técnica modelada","tinta; catálogo de cores","intenze","color tattoo ink — cores individuais","999","999","00099"
"Tintas importadas","World Famous","Primary Color Ink Set #1","WFPS1-1","Tinta; conjunto de cores primárias","","Kit com 12 cores","","","","","","1 oz por frasco; conjunto somente em 1 oz","Todos os estilos, coverups, início ou reposição de paleta, segundo fabricante","Especificação confirmada; a página direciona a localizador internacional, mas não confirma distribuidor brasileiro específico [7]","","família/modelo","Fonte técnica modelada","tinta; conjunto de cores primárias","world famous","primary color ink set #1","999","999","00099"
"Tintas importadas","StarBrite","Lunar Graywash Set Tattoo Ink","não publicado","Tinta; conjunto graywash","","Conjunto de tons pré-misturados","","","","","","conjunto; quantidade de frascos e volume não publicados na página inicial","Sombreamento graywash — uso usual, confirmar com fabricante","Linha/conjunto confirmado oficialmente; presença brasileira não confirmada [1]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; conjunto graywash","starbrite","lunar graywash set tattoo ink","999","999","00099"
"Tintas importadas","World Famous","3 Bottle Grey Wash Set","não publicado","Tinta; graywash","","Conjunto de 3 frascos","","","","","","1 oz, 4 oz e 8 oz publicados","Graywash/sombreamento — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; graywash","world famous","3 bottle grey wash set","999","999","00099"
"Tintas importadas","World Famous","16 Color Ink Set #1","não publicado","Tinta; kit","","Conjunto de 16 cores","","","","","","1 oz","Paleta geral — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; kit","world famous","16 color ink set #1","999","999","00099"
"Tintas importadas","World Famous","16 Color Ink Set #2","não publicado","Tinta; kit","","Conjunto de 16 cores","","","","","","1 oz","Paleta geral — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; kit","world famous","16 color ink set #2","999","999","00099"
"Tintas importadas","World Famous","25 Color 1oz Bottle Set","não publicado","Tinta; kit","","Conjunto de 25 frascos","","","","","","1 oz por frasco","Paleta geral — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; kit","world famous","25 color 1oz bottle set","999","999","00099"
"Tintas importadas","World Famous","50 Color 1oz Bottle Set","não publicado","Tinta; kit","","Conjunto de 50 frascos","","","","","","1 oz por frasco","Paleta geral — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; kit","world famous","50 color 1oz bottle set","999","999","00099"
"Tintas importadas","World Famous","7 Color Simple Set","não publicado","Tinta; kit","","Conjunto de 7 cores","","","","","","1/2 oz","Paleta essencial — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; kit","world famous","7 color simple set","999","999","00099"
"Tintas importadas","StarBrite","Primary Color Set Tattoo Ink","não publicado","Tinta; kit de cores primárias","","Conjunto","","","","","","conjunto; volume por frasco não publicado na página inicial","Cores primárias — uso usual, confirmar com fabricante","Há sinal de oferta ao Brasil em marketplace internacional, mas isso não equivale a distribuidor autorizado; validar importador, lote e regularização [1] [2]","","família/modelo","Pendente de validação de SKU","tinta; kit de cores primárias","starbrite","primary color set tattoo ink","999","999","00099"
"Tintas importadas","StarBrite","Master Collection Tattoo Inks","não publicado","Tinta; kit/coleção","","Coleção de tintas","","","","","","kit; quantidade de cores e volumes não publicados na página inicial","Paleta geral — uso usual, confirmar com fabricante","Kit confirmado oficialmente; presença brasileira não confirmada [1]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; kit/coleção","starbrite","master collection tattoo inks","999","999","00099"
"Tintas importadas","World Famous","Lining And Shading Set","não publicado","Tinta; linha e sombra","","Conjunto","","","","","","4 oz publicado","Lining e shading, conforme nome da linha — confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; linha e sombra","world famous","lining and shading set","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Black","não publicado","Tinta; preto","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Preto para tatuagem — uso usual, confirmar com fabricante","Fabricante lista distribuidores no Brasil: Get Inked Supply e Tribo do Sol; especificação do produto confirmada no site oficial [3] [4]","","família/modelo","Fonte técnica modelada","tinta; preto","dynamic","dynamic tattoo ink black","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Triple Black","não publicado","Tinta; preto de alta carga","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Preto intenso/packing — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores; confirmar estoque e autorização do revendedor [3] [4]","","família/modelo","Fonte técnica modelada","tinta; preto de alta carga","dynamic","dynamic tattoo ink triple black","999","999","00099"
"Tintas importadas","StarBrite","Black Outliner Tattoo Ink","não publicado","Tinta; preto para linha","","Tinta pré-dispersa, frasco","","","","","","tamanho não publicado na página consultada","Contorno/linha — uso usual, confirmar com fabricante","Especificação confirmada no catálogo oficial; presença comercial brasileira não confirmada [1]","","família/modelo","Pendente de validação de SKU","tinta; preto para linha","starbrite","black outliner tattoo ink","999","999","00099"
"Tintas importadas","INTENZE","Black Label Tattoo Ink","não publicado","Tinta; preto profissional","","Tinta preta de alta carga","","","","","","8 oz / 240 ml","Linha, fine line, black & grey, packing sólido e blackout, conforme fabricante","Especificação confirmada; presença comercial brasileira não confirmada em distribuidor oficial consultado [5]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; preto profissional","intenze","black label tattoo ink","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Bubble Gum Pink","não publicado","Tinta; rosa","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor rosa — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; rosa","dynamic","dynamic tattoo ink bubble gum pink","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Tropical Purple","não publicado","Tinta; roxo","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor roxa — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; roxo","dynamic","dynamic tattoo ink tropical purple","999","999","00099"
"Tintas importadas","StarBrite","Undertone Series Tattoo Ink","não publicado","Tinta; série de tons","","Conjunto/série de cores","","","","","","conjunto; volume e número de cores não publicados na página inicial","Tons de base/undertone — uso usual, confirmar com fabricante","Linha confirmada oficialmente; presença brasileira não confirmada [1]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; série de tons","starbrite","undertone series tattoo ink","999","999","00099"
"Tintas importadas","StarBrite","Floral Series Tattoo Ink","não publicado","Tinta; série temática","","Conjunto/série de cores","","","","","","conjunto; volume e número de cores não publicados na página inicial","Paleta floral — uso usual, confirmar com fabricante","Linha confirmada oficialmente; presença brasileira não confirmada [1]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; série temática","starbrite","floral series tattoo ink","999","999","00099"
